"SEGMENT","VOICING","STOP","PLACE","SEGMENT2","SEGMENT3","SEGMENT4","STIMULUS"
"b","yes","yes","bilabial","a","z","a","baza"
"b","yes","yes","bilabial","u","p","a","bupa"
"b","yes","yes","bilabial","a","t","a","bata"
"b","yes","yes","bilabial","a","p","u","bapu"
"b","yes","yes","bilabial","u","f","a","bufa"
"b","yes","yes","bilabial","a","v","u","bavu"
"b","yes","yes","bilabial","i","t","u","bitu"
"b","yes","yes","bilabial","a","b","u","babu"
"b","yes","yes","bilabial","a","d","u","badu"
"b","yes","yes","bilabial","u","b","a","buba"
"b","yes","yes","bilabial","a","f","u","bafu"
"b","yes","yes","bilabial","u","v","a","buva"
"b","yes","yes","bilabial","a","t","u","batu"
"b","yes","yes","bilabial","i","d","u","bidu"
"b","yes","yes","bilabial","u","t","a","buta"
"b","yes","yes","bilabial","i","s","u","bisu"
"d","yes","yes","alveolar","u","v","i","duvi"
"d","yes","yes","alveolar","u","t","i","duti"
"d","yes","yes","alveolar","i","s","u","disu"
"d","yes","yes","alveolar","u","d","i","dudi"
"d","yes","yes","alveolar","i","z","u","dizu"
"d","yes","yes","alveolar","i","v","u","divu"
"d","yes","yes","alveolar","u","p","u","dupu"
"d","yes","yes","alveolar","i","d","u","didu"
"d","yes","yes","alveolar","u","s","i","dusi"
"d","yes","yes","alveolar","i","f","u","difu"
"d","yes","yes","alveolar","i","v","i","divi"
"d","yes","yes","alveolar","i","t","u","ditu"
"d","yes","yes","alveolar","i","b","i","dibi"
"d","yes","yes","alveolar","u","b","u","dubu"
"d","yes","yes","alveolar","i","t","i","diti"
"d","yes","yes","alveolar","i","f","i","difi"
"d","yes","yes","alveolar","u","z","i","duzi"
"d","yes","yes","alveolar","i","p","i","dipi"
"d","yes","yes","alveolar","i","d","i","didi"
"d","yes","yes","alveolar","a","z","i","dazi"
"d","yes","yes","alveolar","a","s","i","dasi"
"d","yes","yes","alveolar","u","f","u","dufu"
"d","yes","yes","alveolar","a","v","i","davi"
"d","yes","yes","alveolar","i","p","u","dipu"
"d","yes","yes","alveolar","a","p","i","dapi"
"d","yes","yes","alveolar","a","d","i","dadi"
"d","yes","yes","alveolar","i","s","i","disi"
"d","yes","yes","alveolar","a","f","i","dafi"
"d","yes","yes","alveolar","a","v","u","davu"
"d","yes","yes","alveolar","u","v","u","duvu"
"d","yes","yes","alveolar","a","t","i","dati"
"d","yes","yes","alveolar","i","b","u","dibu"
"d","yes","yes","alveolar","a","b","i","dabi"
"d","yes","yes","alveolar","a","f","u","dafu"
"d","yes","yes","alveolar","i","z","i","dizi"
"d","yes","yes","alveolar","u","z","u","duzu"
"d","yes","yes","alveolar","a","t","u","datu"
"d","yes","yes","alveolar","u","t","u","dutu"
"d","yes","yes","alveolar","a","b","u","dabu"
"d","yes","yes","alveolar","a","s","u","dasu"
"d","yes","yes","alveolar","u","s","u","dusu"
"d","yes","yes","alveolar","u","p","a","dupa"
"d","yes","yes","alveolar","u","p","i","dupi"
"d","yes","yes","alveolar","a","p","u","dapu"
"d","yes","yes","alveolar","a","d","u","dadu"
"d","yes","yes","alveolar","u","d","u","dudu"
"d","yes","yes","alveolar","i","z","a","diza"
"d","yes","yes","alveolar","a","z","u","dazu"
"d","yes","yes","alveolar","i","t","a","dita"
"d","yes","yes","alveolar","u","b","a","duba"
"d","yes","yes","alveolar","u","b","i","dubi"
"d","yes","yes","alveolar","i","s","a","disa"
"d","yes","yes","alveolar","u","v","a","duva"
"d","yes","yes","alveolar","i","v","a","diva"
"d","yes","yes","alveolar","a","d","a","dada"
"d","yes","yes","alveolar","i","p","a","dipa"
"d","yes","yes","alveolar","i","d","a","dida"
"d","yes","yes","alveolar","u","f","a","dufa"
"d","yes","yes","alveolar","u","f","i","dufi"
"d","yes","yes","alveolar","a","t","a","data"
"d","yes","yes","alveolar","u","t","a","duta"
"d","yes","yes","alveolar","a","b","a","daba"
"d","yes","yes","alveolar","a","s","a","dasa"
"d","yes","yes","alveolar","i","b","a","diba"
"d","yes","yes","alveolar","a","v","a","dava"
"d","yes","yes","alveolar","a","f","a","dafa"
"d","yes","yes","alveolar","a","p","a","dapa"
"d","yes","yes","alveolar","i","f","a","difa"
"d","yes","yes","alveolar","u","d","a","duda"
"d","yes","yes","alveolar","a","z","a","daza"
"d","yes","yes","alveolar","u","s","a","dusa"
"d","yes","yes","alveolar","u","z","a","duza"
"f","no","no","bilabial","u","p","i","fupi"
"f","no","no","bilabial","u","b","i","fubi"
"f","no","no","bilabial","i","p","i","fipi"
"f","no","no","bilabial","u","f","i","fufi"
"f","no","no","bilabial","a","d","i","fadi"
"f","no","no","bilabial","i","z","i","fizi"
"f","no","no","bilabial","i","d","i","fidi"
"f","no","no","bilabial","i","t","i","fiti"
"f","no","no","bilabial","a","s","i","fasi"
"f","no","no","bilabial","i","b","i","fibi"
"f","no","no","bilabial","i","s","i","fisi"
"f","no","no","bilabial","u","v","i","fuvi"
"f","no","no","bilabial","i","v","i","fivi"
"f","no","no","bilabial","u","d","a","fuda"
"f","no","no","bilabial","u","d","i","fudi"
"f","no","no","bilabial","a","f","i","fafi"
"f","no","no","bilabial","a","z","i","fazi"
"f","no","no","bilabial","i","f","i","fifi"
"f","no","no","bilabial","a","t","i","fati"
"f","no","no","bilabial","u","t","i","futi"
"f","no","no","bilabial","a","b","i","fabi"
"f","no","no","bilabial","u","s","a","fusa"
"f","no","no","bilabial","u","s","i","fusi"
"f","no","no","bilabial","a","v","i","favi"
"f","no","no","bilabial","i","p","u","fipu"
"f","no","no","bilabial","a","p","i","fapi"
"f","no","no","bilabial","u","f","u","fufu"
"f","no","no","bilabial","i","f","u","fifu"
"f","no","no","bilabial","i","z","u","fizu"
"f","no","no","bilabial","u","z","a","fuza"
"f","no","no","bilabial","u","z","i","fuzi"
"f","no","no","bilabial","u","b","u","fubu"
"f","no","no","bilabial","i","b","u","fibu"
"f","no","no","bilabial","i","s","u","fisu"
"f","no","no","bilabial","u","v","u","fuvu"
"f","no","no","bilabial","i","v","u","fivu"
"f","no","no","bilabial","u","p","u","fupu"
"f","no","no","bilabial","a","p","a","fapa"
"f","no","no","bilabial","i","d","u","fidu"
"f","no","no","bilabial","i","s","a","fisa"
"f","no","no","bilabial","a","s","u","fasu"
"f","no","no","bilabial","i","v","a","fiva"
"f","no","no","bilabial","u","t","u","futu"
"f","no","no","bilabial","i","t","u","fitu"
"f","no","no","bilabial","i","d","a","fida"
"f","no","no","bilabial","a","b","a","faba"
"f","no","no","bilabial","i","f","a","fifa"
"f","no","no","bilabial","i","z","a","fiza"
"f","no","no","bilabial","a","z","u","fazu"
"f","no","no","bilabial","i","t","a","fita"
"f","no","no","bilabial","u","d","u","fudu"
"f","no","no","bilabial","i","b","a","fiba"
"f","no","no","bilabial","i","p","a","fipa"
"f","no","no","bilabial","a","f","a","fafa"
"f","no","no","bilabial","a","z","a","faza"
"f","no","no","bilabial","u","p","a","fupa"
"f","no","no","bilabial","a","d","a","fada"
"f","no","no","bilabial","a","v","a","fava"
"f","no","no","bilabial","u","s","u","fusu"
"f","no","no","bilabial","a","s","a","fasa"
"f","no","no","bilabial","a","v","u","favu"
"f","no","no","bilabial","a","t","a","fata"
"f","no","no","bilabial","a","d","u","fadu"
"f","no","no","bilabial","u","b","a","fuba"
"f","no","no","bilabial","a","f","u","fafu"
"f","no","no","bilabial","u","z","u","fuzu"
"f","no","no","bilabial","a","t","u","fatu"
"f","no","no","bilabial","a","p","u","fapu"
"f","no","no","bilabial","u","f","a","fufa"
"f","no","no","bilabial","a","b","u","fabu"
"f","no","no","bilabial","u","v","a","fuva"
"f","no","no","bilabial","u","t","a","futa"
"p","no","yes","bilabial","i","p","i","pipi"
"p","no","yes","bilabial","u","p","u","pupu"
"p","no","yes","bilabial","a","b","i","pabi"
"p","no","yes","bilabial","i","f","i","pifi"
"p","no","yes","bilabial","u","d","a","puda"
"p","no","yes","bilabial","a","s","u","pasu"
"p","no","yes","bilabial","i","z","u","pizu"
"p","no","yes","bilabial","a","p","i","papi"
"p","no","yes","bilabial","i","b","i","pibi"
"p","no","yes","bilabial","u","b","u","pubu"
"p","no","yes","bilabial","a","f","i","pafi"
"p","no","yes","bilabial","i","v","i","pivi"
"p","no","yes","bilabial","u","s","a","pusa"
"p","no","yes","bilabial","a","z","u","pazu"
"p","no","yes","bilabial","i","d","i","pidi"
"p","no","yes","bilabial","a","p","a","papa"
"p","no","yes","bilabial","i","b","a","piba"
"p","no","yes","bilabial","u","f","u","pufu"
"p","no","yes","bilabial","a","v","i","pavi"
"p","no","yes","bilabial","i","t","i","piti"
"p","no","yes","bilabial","u","z","a","puza"
"p","no","yes","bilabial","i","p","a","pipa"
"p","no","yes","bilabial","i","s","i","pisi"
"p","no","yes","bilabial","a","b","a","paba"
"p","no","yes","bilabial","i","f","a","pifa"
"p","no","yes","bilabial","u","v","u","puvu"
"p","no","yes","bilabial","a","t","i","pati"
"p","no","yes","bilabial","i","t","a","pita"
"p","no","yes","bilabial","u","d","u","pudu"
"p","no","yes","bilabial","a","s","i","pasi"
"p","no","yes","bilabial","i","z","i","pizi"
"p","no","yes","bilabial","a","f","a","pafa"
"p","no","yes","bilabial","i","v","a","piva"
"p","no","yes","bilabial","u","t","u","putu"
"p","no","yes","bilabial","a","d","i","padi"
"p","no","yes","bilabial","i","d","a","pida"
"p","no","yes","bilabial","u","s","u","pusu"
"p","no","yes","bilabial","a","z","i","pazi"
"p","no","yes","bilabial","u","p","i","pupi"
"p","no","yes","bilabial","a","v","a","pava"
"p","no","yes","bilabial","i","b","u","pibu"
"p","no","yes","bilabial","u","f","i","pufi"
"p","no","yes","bilabial","a","d","a","pada"
"p","no","yes","bilabial","i","s","a","pisa"
"p","no","yes","bilabial","u","z","u","puzu"
"p","no","yes","bilabial","i","p","u","pipu"
"p","no","yes","bilabial","u","b","i","pubi"
"p","no","yes","bilabial","a","t","a","pata"
"p","no","yes","bilabial","i","f","u","pifu"
"p","no","yes","bilabial","u","v","i","puvi"
"p","no","yes","bilabial","a","s","a","pasa"
"p","no","yes","bilabial","i","z","a","piza"
"p","no","yes","bilabial","a","p","u","papu"
"p","no","yes","bilabial","a","d","u","padu"
"p","no","yes","bilabial","u","b","a","puba"
"p","no","yes","bilabial","a","f","u","pafu"
"p","no","yes","bilabial","i","v","u","pivu"
"p","no","yes","bilabial","u","t","i","puti"
"p","no","yes","bilabial","a","z","a","paza"
"p","no","yes","bilabial","u","p","a","pupa"
"p","no","yes","bilabial","a","b","u","pabu"
"p","no","yes","bilabial","u","d","i","pudi"
"p","no","yes","bilabial","u","f","a","pufa"
"p","no","yes","bilabial","a","v","u","pavu"
"p","no","yes","bilabial","i","t","u","pitu"
"p","no","yes","bilabial","u","s","i","pusi"
"p","no","yes","bilabial","u","v","a","puva"
"p","no","yes","bilabial","i","s","u","pisu"
"p","no","yes","bilabial","u","z","i","puzi"
"p","no","yes","bilabial","u","t","a","puta"
"p","no","yes","bilabial","a","t","u","patu"
"p","no","yes","bilabial","i","d","u","pidu"
"s","no","no","alveolar","a","b","u","sabu"
"s","no","no","alveolar","u","v","i","suvi"
"s","no","no","alveolar","a","f","u","safu"
"s","no","no","alveolar","i","v","u","sivu"
"s","no","no","alveolar","u","t","i","suti"
"s","no","no","alveolar","i","d","u","sidu"
"s","no","no","alveolar","u","s","i","susi"
"s","no","no","alveolar","i","f","u","sifu"
"s","no","no","alveolar","i","s","u","sisu"
"s","no","no","alveolar","a","v","u","savu"
"s","no","no","alveolar","i","t","u","situ"
"s","no","no","alveolar","u","d","i","sudi"
"s","no","no","alveolar","i","z","u","sizu"
"s","no","no","alveolar","i","v","i","sivi"
"s","no","no","alveolar","u","z","i","suzi"
"s","no","no","alveolar","i","p","i","sipi"
"s","no","no","alveolar","u","p","u","supu"
"s","no","no","alveolar","a","t","u","satu"
"s","no","no","alveolar","i","f","i","sifi"
"s","no","no","alveolar","u","f","u","sufu"
"s","no","no","alveolar","a","s","u","sasu"
"s","no","no","alveolar","i","t","i","siti"
"s","no","no","alveolar","a","p","i","sapi"
"s","no","no","alveolar","i","b","i","sibi"
"s","no","no","alveolar","u","b","u","subu"
"s","no","no","alveolar","a","d","u","sadu"
"s","no","no","alveolar","i","f","a","sifa"
"s","no","no","alveolar","u","v","u","suvu"
"s","no","no","alveolar","a","z","u","sazu"
"s","no","no","alveolar","i","d","i","sidi"
"s","no","no","alveolar","a","b","i","sabi"
"s","no","no","alveolar","i","b","a","siba"
"s","no","no","alveolar","i","z","i","sizi"
"s","no","no","alveolar","a","v","i","savi"
"s","no","no","alveolar","i","v","a","siva"
"s","no","no","alveolar","u","t","u","sutu"
"s","no","no","alveolar","i","p","a","sipa"
"s","no","no","alveolar","i","s","i","sisi"
"s","no","no","alveolar","a","f","i","safi"
"s","no","no","alveolar","a","z","i","sazi"
"s","no","no","alveolar","u","p","i","supi"
"s","no","no","alveolar","a","t","i","sati"
"s","no","no","alveolar","i","t","a","sita"
"s","no","no","alveolar","u","d","u","sudu"
"s","no","no","alveolar","a","s","i","sasi"
"s","no","no","alveolar","i","s","a","sisa"
"s","no","no","alveolar","u","z","u","suzu"
"s","no","no","alveolar","i","p","u","sipu"
"s","no","no","alveolar","u","b","i","subi"
"s","no","no","alveolar","a","d","i","sadi"
"s","no","no","alveolar","i","d","a","sida"
"s","no","no","alveolar","u","s","u","susu"
"s","no","no","alveolar","u","z","a","suza"
"s","no","no","alveolar","i","z","a","siza"
"s","no","no","alveolar","a","p","u","sapu"
"s","no","no","alveolar","i","b","u","sibu"
"s","no","no","alveolar","u","f","i","sufi"
"s","no","no","alveolar","u","s","a","susa"
"s","no","no","alveolar","a","v","a","sava"
"s","no","no","alveolar","u","v","a","suva"
"s","no","no","alveolar","a","p","a","sapa"
"s","no","no","alveolar","u","p","a","supa"
"s","no","no","alveolar","u","d","a","suda"
"s","no","no","alveolar","a","f","a","safa"
"s","no","no","alveolar","u","f","a","sufa"
"s","no","no","alveolar","u","b","a","suba"
"s","no","no","alveolar","a","t","a","sata"
"s","no","no","alveolar","u","t","a","suta"
"s","no","no","alveolar","a","b","a","saba"
"s","no","no","alveolar","a","z","a","saza"
"s","no","no","alveolar","a","d","a","sada"
"s","no","no","alveolar","a","s","a","sasa"
"t","no","yes","alveolar","u","v","i","tuvi"
"t","no","yes","alveolar","u","t","i","tuti"
"t","no","yes","alveolar","i","v","i","tivi"
"t","no","yes","alveolar","u","d","i","tudi"
"t","no","yes","alveolar","i","t","i","titi"
"t","no","yes","alveolar","i","f","i","tifi"
"t","no","yes","alveolar","i","p","i","tipi"
"t","no","yes","alveolar","i","d","i","tidi"
"t","no","yes","alveolar","a","z","i","tazi"
"t","no","yes","alveolar","i","b","i","tibi"
"t","no","yes","alveolar","u","s","i","tusi"
"t","no","yes","alveolar","a","v","i","tavi"
"t","no","yes","alveolar","i","p","u","tipu"
"t","no","yes","alveolar","a","s","i","tasi"
"t","no","yes","alveolar","a","d","i","tadi"
"t","no","yes","alveolar","i","s","i","tisi"
"t","no","yes","alveolar","a","f","i","tafi"
"t","no","yes","alveolar","u","t","u","tutu"
"t","no","yes","alveolar","u","z","i","tuzi"
"t","no","yes","alveolar","a","t","i","tati"
"t","no","yes","alveolar","i","b","u","tibu"
"t","no","yes","alveolar","a","b","i","tabi"
"t","no","yes","alveolar","u","v","u","tuvu"
"t","no","yes","alveolar","i","z","i","tizi"
"t","no","yes","alveolar","u","p","u","tupu"
"t","no","yes","alveolar","u","d","u","tudu"
"t","no","yes","alveolar","a","p","i","tapi"
"t","no","yes","alveolar","u","f","u","tufu"
"t","no","yes","alveolar","i","f","u","tifu"
"t","no","yes","alveolar","i","z","u","tizu"
"t","no","yes","alveolar","i","b","a","tiba"
"t","no","yes","alveolar","u","p","i","tupi"
"t","no","yes","alveolar","u","b","u","tubu"
"t","no","yes","alveolar","u","s","u","tusu"
"t","no","yes","alveolar","u","f","i","tufi"
"t","no","yes","alveolar","i","p","a","tipa"
"t","no","yes","alveolar","i","v","u","tivu"
"t","no","yes","alveolar","a","d","u","tadu"
"t","no","yes","alveolar","i","f","a","tifa"
"t","no","yes","alveolar","u","b","i","tubi"
"t","no","yes","alveolar","a","z","u","tazu"
"t","no","yes","alveolar","u","z","u","tuzu"
"t","no","yes","alveolar","a","t","u","tatu"
"t","no","yes","alveolar","u","s","a","tusa"
"t","no","yes","alveolar","i","t","u","titu"
"t","no","yes","alveolar","a","s","u","tasu"
"t","no","yes","alveolar","i","v","a","tiva"
"t","no","yes","alveolar","i","s","u","tisu"
"t","no","yes","alveolar","u","d","a","tuda"
"t","no","yes","alveolar","a","p","u","tapu"
"t","no","yes","alveolar","u","f","a","tufa"
"t","no","yes","alveolar","u","z","a","tuza"
"t","no","yes","alveolar","i","d","u","tidu"
"t","no","yes","alveolar","u","t","a","tuta"
"t","no","yes","alveolar","i","t","a","tita"
"t","no","yes","alveolar","u","b","a","tuba"
"t","no","yes","alveolar","a","v","u","tavu"
"t","no","yes","alveolar","a","b","u","tabu"
"t","no","yes","alveolar","u","v","a","tuva"
"t","no","yes","alveolar","a","p","a","tapa"
"t","no","yes","alveolar","a","s","a","tasa"
"t","no","yes","alveolar","a","f","u","tafu"
"t","no","yes","alveolar","i","d","a","tida"
"t","no","yes","alveolar","a","z","a","taza"
"t","no","yes","alveolar","u","p","a","tupa"
"t","no","yes","alveolar","i","s","a","tisa"
"t","no","yes","alveolar","a","b","a","taba"
"t","no","yes","alveolar","i","z","a","tiza"
"t","no","yes","alveolar","a","f","a","tafa"
"t","no","yes","alveolar","a","d","a","tada"
"t","no","yes","alveolar","a","v","a","tava"
"t","no","yes","alveolar","a","t","a","tata"
"v","yes","no","bilabial","i","v","i","vivi"
"v","yes","no","bilabial","i","t","i","viti"
"v","yes","no","bilabial","i","f","i","vifi"
"v","yes","no","bilabial","i","d","i","vidi"
"v","yes","no","bilabial","a","p","i","vapi"
"v","yes","no","bilabial","i","s","i","visi"
"v","yes","no","bilabial","a","b","i","vabi"
"v","yes","no","bilabial","u","z","i","vuzi"
"v","yes","no","bilabial","i","p","i","vipi"
"v","yes","no","bilabial","a","f","i","vafi"
"v","yes","no","bilabial","i","d","u","vidu"
"v","yes","no","bilabial","i","b","i","vibi"
"v","yes","no","bilabial","i","z","i","vizi"
"v","yes","no","bilabial","u","t","i","vuti"
"v","yes","no","bilabial","i","s","u","visu"
"v","yes","no","bilabial","i","t","u","vitu"
"v","yes","no","bilabial","u","s","i","vusi"
"v","yes","no","bilabial","a","v","i","vavi"
"v","yes","no","bilabial","u","v","i","vuvi"
"v","yes","no","bilabial","a","f","u","vafu"
"v","yes","no","bilabial","u","p","i","vupi"
"v","yes","no","bilabial","u","d","i","vudi"
"v","yes","no","bilabial","i","z","u","vizu"
"v","yes","no","bilabial","u","f","i","vufi"
"v","yes","no","bilabial","a","b","u","vabu"
"v","yes","no","bilabial","a","t","i","vati"
"v","yes","no","bilabial","i","b","u","vibu"
"v","yes","no","bilabial","a","v","u","vavu"
"v","yes","no","bilabial","u","b","i","vubi"
"v","yes","no","bilabial","i","v","u","vivu"
"v","yes","no","bilabial","u","p","u","vupu"
"v","yes","no","bilabial","i","p","u","vipu"
"v","yes","no","bilabial","u","s","a","vusa"
"v","yes","no","bilabial","a","d","i","vadi"
"v","yes","no","bilabial","i","f","u","vifu"
"v","yes","no","bilabial","a","t","u","vatu"
"v","yes","no","bilabial","a","z","i","vazi"
"v","yes","no","bilabial","u","d","a","vuda"
"v","yes","no","bilabial","u","b","u","vubu"
"v","yes","no","bilabial","u","s","u","vusu"
"v","yes","no","bilabial","u","z","a","vuza"
"v","yes","no","bilabial","a","s","i","vasi"
"v","yes","no","bilabial","a","p","u","vapu"
"v","yes","no","bilabial","a","d","u","vadu"
"v","yes","no","bilabial","u","d","u","vudu"
"v","yes","no","bilabial","i","z","a","viza"
"v","yes","no","bilabial","u","f","u","vufu"
"v","yes","no","bilabial","u","z","u","vuzu"
"v","yes","no","bilabial","a","p","a","vapa"
"v","yes","no","bilabial","u","t","u","vutu"
"v","yes","no","bilabial","i","s","a","visa"
"v","yes","no","bilabial","a","s","u","vasu"
"v","yes","no","bilabial","i","v","a","viva"
"v","yes","no","bilabial","u","p","a","vupa"
"v","yes","no","bilabial","u","v","u","vuvu"
"v","yes","no","bilabial","i","d","a","vida"
"v","yes","no","bilabial","a","b","a","vaba"
"v","yes","no","bilabial","i","f","a","vifa"
"v","yes","no","bilabial","i","b","a","viba"
"v","yes","no","bilabial","a","z","u","vazu"
"v","yes","no","bilabial","i","t","a","vita"
"v","yes","no","bilabial","u","b","a","vuba"
"v","yes","no","bilabial","a","s","a","vasa"
"v","yes","no","bilabial","i","p","a","vipa"
"v","yes","no","bilabial","a","f","a","vafa"
"v","yes","no","bilabial","a","z","a","vaza"
"v","yes","no","bilabial","a","d","a","vada"
"v","yes","no","bilabial","a","v","a","vava"
"v","yes","no","bilabial","u","f","a","vufa"
"v","yes","no","bilabial","a","t","a","vata"
"v","yes","no","bilabial","u","v","a","vuva"
"v","yes","no","bilabial","u","t","a","vuta"
"z","yes","no","alveolar","a","f","u","zafu"
"z","yes","no","alveolar","i","v","u","zivu"
"z","yes","no","alveolar","u","v","i","zuvi"
"z","yes","no","alveolar","u","p","a","zupa"
"z","yes","no","alveolar","a","b","u","zabu"
"z","yes","no","alveolar","u","t","i","zuti"
"z","yes","no","alveolar","u","b","a","zuba"
"z","yes","no","alveolar","a","v","u","zavu"
"z","yes","no","alveolar","i","t","u","zitu"
"z","yes","no","alveolar","u","d","i","zudi"
"z","yes","no","alveolar","u","f","a","zufa"
"z","yes","no","alveolar","i","s","u","zisu"
"z","yes","no","alveolar","u","z","i","zuzi"
"z","yes","no","alveolar","i","p","i","zipi"
"z","yes","no","alveolar","u","v","a","zuva"
"z","yes","no","alveolar","a","t","u","zatu"
"z","yes","no","alveolar","i","d","u","zidu"
"z","yes","no","alveolar","u","s","i","zusi"
"z","yes","no","alveolar","i","f","u","zifu"
"z","yes","no","alveolar","i","z","u","zizu"
"z","yes","no","alveolar","a","p","i","zapi"
"z","yes","no","alveolar","i","b","i","zibi"
"z","yes","no","alveolar","u","t","a","zuta"
"z","yes","no","alveolar","a","d","u","zadu"
"z","yes","no","alveolar","i","v","i","zivi"
"z","yes","no","alveolar","u","s","a","zusa"
"z","yes","no","alveolar","a","z","u","zazu"
"z","yes","no","alveolar","u","p","u","zupu"
"z","yes","no","alveolar","a","b","i","zabi"
"z","yes","no","alveolar","i","f","i","zifi"
"z","yes","no","alveolar","u","d","a","zuda"
"z","yes","no","alveolar","a","s","u","zasu"
"z","yes","no","alveolar","i","t","i","ziti"
"z","yes","no","alveolar","u","z","a","zuza"
"z","yes","no","alveolar","i","p","a","zipa"
"z","yes","no","alveolar","u","b","u","zubu"
"z","yes","no","alveolar","a","f","i","zafi"
"z","yes","no","alveolar","i","f","a","zifa"
"z","yes","no","alveolar","u","v","u","zuvu"
"z","yes","no","alveolar","a","t","i","zati"
"z","yes","no","alveolar","i","d","i","zidi"
"z","yes","no","alveolar","a","p","a","zapa"
"z","yes","no","alveolar","i","b","a","ziba"
"z","yes","no","alveolar","u","f","u","zufu"
"z","yes","no","alveolar","a","v","i","zavi"
"z","yes","no","alveolar","i","v","a","ziva"
"z","yes","no","alveolar","u","t","u","zutu"
"z","yes","no","alveolar","a","d","i","zadi"
"z","yes","no","alveolar","i","s","i","zisi"
"z","yes","no","alveolar","a","b","a","zaba"
"z","yes","no","alveolar","a","z","i","zazi"
"z","yes","no","alveolar","u","p","i","zupi"
"z","yes","no","alveolar","a","v","a","zava"
"z","yes","no","alveolar","i","t","a","zita"
"z","yes","no","alveolar","u","d","u","zudu"
"z","yes","no","alveolar","a","s","i","zasi"
"z","yes","no","alveolar","i","z","i","zizi"
"z","yes","no","alveolar","a","f","a","zafa"
"z","yes","no","alveolar","i","p","u","zipu"
"z","yes","no","alveolar","u","b","i","zubi"
"z","yes","no","alveolar","a","t","a","zata"
"z","yes","no","alveolar","i","d","a","zida"
"z","yes","no","alveolar","u","s","u","zusu"
"z","yes","no","alveolar","a","s","a","zasa"
"z","yes","no","alveolar","i","z","a","ziza"
"z","yes","no","alveolar","a","p","u","zapu"
"z","yes","no","alveolar","i","b","u","zibu"
"z","yes","no","alveolar","u","f","i","zufi"
"z","yes","no","alveolar","a","d","a","zada"
"z","yes","no","alveolar","i","s","a","zisa"
"z","yes","no","alveolar","u","z","u","zuzu"
"z","yes","no","alveolar","a","z","a","zaza"
